person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
23.0,15000.0,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,0.26664889007399506
23.0,15000.0,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,0.3066462235850943
22.0,88000.0,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,0.28408768082180885
25.0,74800.0,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0.33422013074691515
25.0,88000.0,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,0.28408768082180885
25.0,15000.0,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0.11665888940737285
26.0,88000.0,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,0.28408768082180885
25.0,100000.0,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0.24999750002499976
23.0,15000.0,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,0.23998400106659556
24.0,102400.0,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0.24413824083749183
24.0,92000.0,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,0.2717361767806872
23.0,93000.0,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,0.26881431382458254
22.0,175000.0,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0.019999885714938773
23.0,175000.0,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0.04114262204215976
25.0,174708.0,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0.05151423223760653
25.0,174000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0.05057442198608054
26.0,174000.0,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0.06896512089010982
25.0,162000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,0.15432003506151196
26.0,173467.0,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0.05764752000368944
21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,0.21165255649623357
25.0,96000.0,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,0.2604139540213123
21.0,15120.0,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0.0991997883737848
24.0,97908.0,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,0.2553391414476708
23.0,15204.0,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,0.18414995067412035
25.0,159600.0,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,0.18796874706298833
24.0,171500.0,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0.10495565623524061
25.0,170004.0,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0.05882179935884239
24.0,158004.0,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,0.15822284104933387
26.0,170000.0,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0.07647013841095053
24.0,110000.0,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0.2272706611758075
22.0,15360.0,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,0.16274982097519694
25.0,134300.0,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,0.037229804692444586
25.0,170000.0,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0.11764636678607773
22.0,100580.0,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,0.24855589027748778
25.0,113000.0,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0.22123698020371502
24.0,120000.0,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0.2083315972366897
25.0,120000.0,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0.2083315972366897
23.0,120000.0,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0.2083315972366897
24.0,91800.0,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,0.2723281881460986
21.0,15600.0,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0.06409845522722903
26.0,108000.0,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,0.23147933815427635
26.0,129996.0,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0.19231213027992955
23.0,130000.0,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0.19230621302913053
23.0,130000.0,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0.19230621302913053
25.0,170000.0,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0.11764636678607773
26.0,170000.0,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0.07058782007164664
22.0,169000.0,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0.08283974651037568
26.0,168750.0,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0.14370285213124662
23.0,168600.0,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0.1186232584622867
24.0,168288.0,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0.010695886243307643
25.0,168000.0,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0.20833209326134963
24.0,133300.0,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0.18754547977884636
24.0,15600.0,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,0.2115249022498558
24.0,134000.0,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0.18656577189722465
25.0,134000.0,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0.18656577189722465
25.0,15600.0,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,0.20511505672713287
25.0,135000.0,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0.18518381345323368
26.0,135660.0,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0.1842828815945629
25.0,145000.0,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0.17241260405100656
23.0,150000.0,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0.16666555556296292
23.0,165000.0,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0.058181465566875354
22.0,153000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,0.15686171985804015
24.0,165000.0,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0.12121138659765698
25.0,165000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0.15151423324707122
21.0,165000.0,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0.12121138659765698
23.0,16000.0,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,0.3749765639647522
23.0,16000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0.14217861383663521
23.0,16000.0,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0.12499218798825074
23.0,148000.0,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,0.1689177775825839
23.0,16000.0,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,0.34997812636710207
24.0,16020.0,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,0.22626552649647338
22.0,16094.0,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,0.3417210313762038
25.0,175000.0,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0.14285632653527694
22.0,16200.0,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0.12344916980433307
24.0,185000.0,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0.13513440467889362
25.0,162000.0,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0.15432003506151196
26.0,161000.0,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0.18633424637114054
22.0,160000.0,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0.21874863282104487
25.0,225000.0,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0.1111106172861454
25.0,16400.0,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,0.3048594597890373
23.0,16500.0,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,0.26513544633658565
25.0,49500.0,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,0.4999898991939557
23.0,60000.0,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,0.4124931251145814
24.0,84200.0,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0.2909704160283132
22.0,16800.0,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0.11904053330158919
24.0,92000.0,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0.2663014532450734
23.0,160000.0,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0.21874863282104487
24.0,160000.0,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0.07499953125292967
25.0,160000.0,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0.07499953125292967
26.0,160000.0,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0.15624902344360347
25.0,125800.0,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,0.07949062408088967
25.0,54000.0,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,0.44906575804151777
23.0,62500.0,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,0.3879937920993264
25.0,68400.0,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,0.35452698059969884
26.0,56045.0,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,0.4326802983263748
22.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,0.3276982743476439
24.0,65453.0,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,0.3704891985210988
24.0,89908.0,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0.2697171584602209
26.0,78000.0,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,0.3108934500839733
23.0,100000.0,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0.24249757502424976
23.0,103000.0,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0.2354346074309958
25.0,160000.0,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0.09374941406616209
24.0,160000.0,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0.12499921875488278
23.0,160000.0,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0.15624902344360347
21.0,160000.0,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0.09531190430059812
25.0,160000.0,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0.12499921875488278
22.0,16800.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,0.28272126659127433
21.0,16800.0,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,0.35712159990476755
25.0,115200.0,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0.21050164495099868
23.0,144000.0,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0.16840160832216444
23.0,230000.0,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0.08449447911331319
22.0,108000.0,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,0.22360904065703097
22.0,43000.0,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,0.5581265551963908
23.0,47004.0,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,0.5105839804276141
24.0,48000.0,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,0.4999895835503427
21.0,44964.0,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,0.5337484710330257
25.0,52000.0,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,0.4615295859695006
22.0,17352.0,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,0.12966057742177145
24.0,47000.0,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,0.5106274334588625
22.0,17400.0,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0.05746796161140164
22.0,49000.0,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,0.4897859227362707
26.0,60000.0,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,0.3999933334444426
25.0,60000.0,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,0.3999933334444426
22.0,60000.0,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,0.3999933334444426
21.0,60000.0,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,0.3999933334444426
26.0,62004.0,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,0.3870655592290944
22.0,62400.0,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,0.38460922100607364
23.0,59000.0,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,0.4067727665632786
24.0,60000.0,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,0.3999933334444426
25.0,66143.0,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,0.36284470246734396
22.0,62250.0,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,0.38553597532569756
24.0,70000.0,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,0.34285224496792904
23.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,0.3243199416224105
22.0,18000.0,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,0.16665740792178213
22.0,75000.0,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,0.31999573339022147
24.0,75000.0,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,0.31999573339022147
26.0,69000.0,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,0.34782104607179604
23.0,78000.0,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,0.30768836296970553
22.0,18000.0,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,0.11110493861452142
24.0,80000.0,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0.2999962500468744
22.0,18000.0,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,0.19443364257541249
23.0,18000.0,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,0.22220987722904284
23.0,74700.0,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,0.3212808396139275
26.0,88596.0,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0.27088953350564915
25.0,95000.0,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0.25262891969558215
22.0,83000.0,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,0.28915314273322007
25.0,95000.0,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0.25262891969558215
21.0,18000.0,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,0.2722070996055775
21.0,18000.0,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,0.27776234653630355
26.0,100000.0,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0.23999760002399975
24.0,110000.0,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0.2181798347287752
24.0,18000.0,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,0.3472029331703794
26.0,103872.0,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,0.23105138005063877
22.0,120000.0,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0.1999983333472221
24.0,120000.0,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0.1999983333472221
26.0,108000.0,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,0.2222201646281053
24.0,124080.0,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0.19342203882947429
23.0,18000.0,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,0.13888117326815178
24.0,130000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0.18461396450796533
25.0,135000.0,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0.17777646091510432
24.0,135000.0,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0.17777646091510432
23.0,114750.0,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,0.20914850415246927
23.0,150000.0,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0.1599989333404444
23.0,138000.0,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,0.17391178324794748
24.0,18000.0,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,0.7221821009943892
21.0,18000.0,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,0.3472029331703794
26.0,155000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0.15483771072444694
26.0,148000.0,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,0.16216106647928055
21.0,18000.0,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0.13888117326815178
23.0,120000.0,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0.1979150173748552
24.0,54996.0,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,0.4291143153262905
24.0,18000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,0.5555246930726071
25.0,102000.0,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0.23137028068352272
23.0,75000.0,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,0.31432914227810294
22.0,18000.0,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,0.2999833342592078
22.0,66960.0,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,0.3494571466973313
23.0,60000.0,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,0.38332694455092414
24.0,18000.0,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0.06666296316871285
25.0,63208.0,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,0.3638722333844864
24.0,65000.0,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,0.3538407101429209
23.0,68000.0,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,0.3382303201423508
22.0,18000.0,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,0.16665740792178213
24.0,88000.0,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,0.26136066635606414
22.0,58600.0,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,0.3882186310813809
23.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,0.32142397965743347
24.0,18287.0,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,0.16404199475065617
26.0,69846.0,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,0.32213266138846336
24.0,73000.0,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,0.3068451117107985
24.0,18500.0,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,0.2702556618561159
23.0,35000.0,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,0.6356961229679152
25.0,43000.0,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,0.5116160089300249
25.0,52000.0,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,0.4230687871387089
21.0,18701.0,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,0.2245749117741418
22.0,57000.0,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,0.3859581410852441
25.0,58000.0,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,0.3793038051068085
23.0,60000.0,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,0.3666605556574057
24.0,60000.0,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,0.3666605556574057
25.0,18840.0,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,0.15922721723900005
26.0,56000.0,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,0.3928501276762915
22.0,70000.0,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,0.3142812245539349
23.0,74064.0,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0.29703638695740225
24.0,76597.0,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0.287213765372464
22.0,19000.0,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,0.19077943266143887
26.0,77000.0,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0.2857105751873352
21.0,19000.0,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,0.31577285406031264
26.0,82600.0,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0.26634060120337527
24.0,19000.0,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,0.38945318667438555
25.0,19000.0,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,0.21051523604020841
23.0,84000.0,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0.2619016440280473
25.0,77650.0,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0.2833189527501256
25.0,82000.0,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,0.26828941110474264
21.0,19012.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,0.18408457371272288
23.0,99996.0,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0.22000660019800594
22.0,19200.0,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,0.25779907296494975
25.0,57000.0,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,0.38069507552499077
24.0,54000.0,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,0.3999925927297643
23.0,56000.0,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,0.3857073980821771
26.0,63000.0,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,0.3428517007666545
22.0,82000.0,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0.2634114218119291
22.0,78000.0,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0.27691952667273495
22.0,19200.0,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0.12499348992239988
24.0,112140.0,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0.19261465476498338
24.0,19200.0,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,0.36456434560699963
25.0,19200.0,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,0.15624186240299984
24.0,59000.0,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,0.3644006033796037
24.0,70000.0,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,0.30713846945043644
24.0,116000.0,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0.1853432297997431
25.0,60000.0,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,0.35749404176597055
22.0,31000.0,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,0.6854617592980872
25.0,47052.0,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,0.45161838777548724
25.0,51060.0,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,0.41616889602632146
22.0,19200.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,0.2604031040049997
22.0,53000.0,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,0.4009358313994076
24.0,56000.0,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,0.379457509687327
24.0,65000.0,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,0.32691804741465513
21.0,35000.0,RENT,3.0,VENTURE,B,21000,12.53,1,0.6,N,4,0.599982857632639
22.0,19200.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4,0.07291286912139992
26.0,40000.0,RENT,3.0,MEDICAL,A,21000,6.54,1,0.53,N,4,0.5249868753281168
26.0,42000.0,RENT,0.0,MEDICAL,F,21000,17.26,1,0.5,Y,4,0.4999880955215352
23.0,63000.0,RENT,2.0,MEDICAL,B,21000,11.36,1,0.33,N,2,0.3333280424120252
26.0,19200.0,MORTGAGE,5.0,VENTURE,A,4000,7.51,1,0.21,N,4,0.2083224832039998
22.0,59000.0,RENT,2.0,PERSONAL,B,21000,10.71,1,0.36,N,3,0.35592617074286875
22.0,70500.0,RENT,3.0,PERSONAL,C,21000,13.98,0,0.3,Y,4,0.29786811534588165
26.0,65219.0,RENT,11.0,DEBTCONSOLIDATION,D,21000,14.09,1,0.32,N,3,0.3219871205151794
22.0,75000.0,RENT,2.0,EDUCATION,B,21000,10.0,0,0.28,N,3,0.2799962667164438
22.0,19200.0,MORTGAGE,3.0,MEDICAL,D,5000,15.33,1,0.26,N,3,0.2604031040049997
25.0,62047.0,RENT,9.0,MEDICAL,E,21000,16.32,1,0.29,Y,4,0.33844765342960287
24.0,79000.0,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.27,N,2,0.26581942000734166
23.0,80000.0,RENT,3.0,MEDICAL,B,21000,11.99,0,0.26,N,3,0.2624967187910151
24.0,84000.0,RENT,8.0,MEDICAL,B,21000,10.75,0,0.25,N,4,0.24999702384495423
26.0,85000.0,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0,0.25,N,3,0.2470559169892119
22.0,93000.0,RENT,1.0,EDUCATION,B,21000,9.91,0,0.23,N,3,0.2258040236126493
26.0,81000.0,RENT,10.0,EDUCATION,E,21000,16.95,1,0.26,Y,3,0.2592560585671782
26.0,97000.0,RENT,1.0,EDUCATION,A,21000,7.9,0,0.22,N,3,0.21649261347821155
